the_geom,cartodb_id,current_timezone_offset,postal_code,zip_code,store_id,first_seen,olson_timezone,timezone,coordinates,country,country_subdivision,city,street_3,street_2,street_1,street_combined,ownership_type,phone_number,store_number,brand,name,longitude,latitude
0101000020E61000004AF30160407F52C097B20400E45F4440,10,-300,10001,10001,113227,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7491455078125, -73.9883041381836)",US,NY,New York,Manhattan Mall,,100 W 33rd St,"100 W 33rd St, Manhattan Mall",CO,2126954260,18777-195025,Starbucks,Manhattan Mall 1st Floor,-73.98830414,40.74914551
0101000020E610000009A3FE1F4C7F52C01BD1034011604440,11,-300,10001,10001,1005655,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7505264282227, -73.9890213012695)",US,NY,New York,Macy's Herald Square,,151 W 34th St,"151 W 34th St, Macy's Herald Square",CO,212 2396524,20161-203724,Starbucks,Macy's Mezzanine,-73.9890213,40.75052643
0101000020E610000095250020637F52C0277FFFFFE25F4440,12,-300,10001,10001,1006756,7/15/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7491149902344, -73.9904251098633)",US,NY,New York,,,11 Penn Plaza,11 Penn Plaza,CO,646-599-3512,23044-227244,Starbucks,32nd btwn 6th & 7th,-73.99042511,40.74911499
0101000020E61000001E1BFD3F398052C0C447FE3FD2604440,13,-300,10001,10001,1007160,1/1/16 5:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7564163208008, -74.0034942626953)",US,NY,New York,,,655 W 34th St,655 W 34th St,LS,212-216-2400,21690-213064,Starbucks,Starbucks Level 3 Jacob Javits Cemt,-74.00349426,40.75641632
0101000020E6100000BA3EFF7F147F52C083610A20C65F4440,14,-300,10001,10001,1012266,10/9/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.748233795166, -73.9856262207031)",US,NY,New York,,130,350 Fifth Avenue,"350 Fifth Avenue, 130",CO,2125649141,26028-243049,Starbucks,33rd btwn 5th & 6th,-73.98562622,40.7482338
0101000020E61000006110FD7F418052C07EC5F91F09604440,15,-300,10001,10001,1013606,12/2/15 5:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7502784729004, -74.0039978027344)",US,NY,New York,,,525 West 26th St,525 West 26th St,CO,347-387-7428,25274-240368,Starbucks,26th between 10th and 11th,-74.0039978,40.75027847
0101000020E61000000ACA02605B7F52C0B524F6BF125C4440,16,-300,100023133,10002,9589,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7193222045898, -73.9899520874023)",US,NY,New York,,,80 Delancey Street,80 Delancey Street,CO,917 5341397,10044-99132,Starbucks,Allen & Delancey,-73.98995209,40.7193222
0101000020E61000004AF30160407F52C0ED530220765E4440,17,-300,100031414,10003,7771,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.737979888916, -73.9883041381836)",US,NY,New York,,,240 Park Avenue South,240 Park Avenue South,CO,212-375-1415,14442-122904,Starbucks,19th & Park,-73.98830414,40.73797989
0101000020E61000001AE9FB5F247F52C046C10080EB5D4440,18,-300,100032543,10003,11087,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7337493896484, -73.9865951538086)",US,NY,New York,,,145 Third Avenue,145 Third Avenue,CO,212-677-7248,7622-22334,Starbucks,15th & 3rd,-73.98659515,40.73374939
0101000020E6100000CC6C04A0597F52C04E250340155E4440,19,-300,100033314,10003,16211,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7350234985352, -73.9898452758789)",US,NY,New York,,,10 UNION SQUARE EAST,10 UNION SQUARE EAST,CO,(212) 982-8426,7378-939,Starbucks,Union Square East,-73.98984528,40.7350235
0101000020E61000007317FE5F777F52C06D7FFCDF705D4440,20,-300,100036904,10003,16517,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7300071716309, -73.9916610717773)",US,NY,New York,,,13-25  Astor Place,13-25  Astor Place,CO,212-982-3753,825-2037,Starbucks,Lafayette & 8th Street,-73.99166107,40.73000717
0101000020E610000049CCFD1F317F52C01F5AF99F5B5D4440,21,-300,100035703,10003,18409,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7293586730957, -73.9873733520508)",US,NY,New York,,,145 2nd Avenue,145 2nd Avenue,CO,212-780-0027,837-95594,Starbucks,2nd Ave. & 9th Street,-73.98737335,40.72935867
0101000020E6100000C9A00360367F52C0631F09A0BD5C4440,22,-300,100039430,10003,70170,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.724536895752, -73.9876937866211)",US,NY,New York,,,49 -1/2 First Avenue,49 -1/2 First Avenue,CO,2127771752,16255-162586,Starbucks,3rd St & First Avenue,-73.98769379,40.7245369
0101000020E6100000CB84FCBFEC7E52C0224DFE1F8E5D4440,23,-300,10003,10003,90278,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.730899810791, -73.9832000732422)",US,NY,New York,,,219 First Avenue,219 First Avenue,CO,212 2540358,17795-180024,Starbucks,13th & 1st,-73.98320007,40.73089981
0101000020E610000009E2FA7F6E7F52C08D3FF61F3E5E4440,24,-300,10003,10003,1013197,9/26/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.736270904541, -73.9911193847656)",US,NY,New York,,25,25 Union Square West,"25 Union Square West, 25",CO,6463366945,7540-241728,Starbucks,Union Square West,-73.99111938,40.7362709
0101000020E61000007D080500A27F52C0D898F81F705D4440,25,-300,10003,10003,1015672,9/17/16 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7299842834473, -73.9942626953125)",US,NY,New York,,,10 Waverly Place,10 Waverly Place,CO,9292590304,47195-257105,Starbucks,10 Waverly Place,-73.9942627,40.72998428
0101000020E610000078AFFFDF7D7F52C0B5CD01409D5D4440,26,-300,10003,10003,1016069,10/4/16 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7313613891602, -73.992057800293)",US,NY,New York,,,771 Broadway,771 Broadway,CO,,29939-255664,Starbucks,Broadway and 9th,-73.9920578,40.73136139
0101000020E61000004E250340D58052C039AD0420285A4440,27,-300,100042207,10004,12804,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7043495178223, -74.0130157470703)",US,NY,New York,,,2 Broadway,2 Broadway,CO,212-344-4290,7920-88803,Starbucks,2 Broadway,-74.01301575,40.70434952
0101000020E61000000CAEFBBFD18052C0A0D3FBDFF4594440,28,-300,100042480,10004,13511,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7027854919434, -74.0128021240234)",US,NY,New York,3 New York Plaza,,2 Water St,"2 Water St, 3 New York Plaza",CO,212-785-1082,7398-1655,Starbucks,Water & Whitehall Streets,-74.01280212,40.70278549
0101000020E610000042CEFBFFB88052C0AE9003C0425A4440,29,-300,100042501,10004,16214,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7051620483398, -74.0112915039063)",US,NY,New York,,,55 Broad Street,55 Broad Street,CO,(212) 742-2490,7416-834,Starbucks,55 Broad Street,-74.0112915,40.70516205
0101000020E6100000A4C60060E78052C080D40540055A4440,30,-300,100041405,10004,16686,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7032852172852, -74.0141220092773)",US,NY,New York,,,1 Battery Park Plaza,1 Battery Park Plaza,CO,2124821180,7244-646,Starbucks,State St & Pearl Streets,-74.01412201,40.70328522
0101000020E6100000122E0520C58052C08F8DFE9FDC594440,31,-300,10004,10004,1008845,2/20/15 5:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7020454406738, -74.0120315551758)",US,NY,New York,,,1 New York Plaza,1 New York Plaza,CO,212-785-8409,22258-219066,Starbucks,Water St @ Broad (inside),-74.01203156,40.70204544
0101000020E6100000A66BFD5FBB8052C03AD40860F7594440,32,-300,10004,10004,1015445,8/2/16 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7028617858887, -74.0114364624023)",US,NY,New York,,14th Floor,4 New York Plaza,"4 New York Plaza, 14th Floor",LS,7185081559,48069-251745,Starbucks,JP Morgan New York Plaza - 14th FL,-74.01143646,40.70286179
0101000020E61000002B720480958052C07CA20460305A4440,33,-300,100053510,10005,7912,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7046012878418, -74.0091247558594)",US,NY,New York,,,110 Pearl Street,110 Pearl Street,CO,212-482-6530,10282-100718,Starbucks,Pearl & Hanover,-74.00912476,40.70460129
0101000020E610000054BD04C09B8052C0D19AF6FFB75A4440,34,-300,100051003,10005,9218,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.708740234375, -74.0095062255859)",US,NY,New York,,,55 Liberty Street,55 Liberty Street,CO,212-227-0372,7691-52959,Starbucks,Liberty & Nassau,-74.00950623,40.70874023
0101000020E610000090B402E06B8052C02A8AFC9F685A4440,35,-300,100051702,10005,1004742,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7063179016113, -74.0065841674805)",US,NY,New York,,,80 Pine Street,80 Pine Street,CO,212-480-3970,7878-83763,Starbucks,Pearl & Maiden,-74.00658417,40.7063179
0101000020E610000037470480768052C0A87A0980375A4440,36,-300,10005,10005,1005523,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7048187255859, -74.0072326660156)",US,NY,New York,,,99 Wall St.,99 Wall St.,CO,212-487-1906,20154-203326,Starbucks,99 Wall Street,-74.00723267,40.70481873
0101000020E6100000FC8E02C0888052C0CF7701405F5A4440,37,-300,10005,10005,1006984,4/3/14 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7060317993164, -74.0083465576172)",US,NY,New York,,,60 Wall St,60 Wall St,CO,3474614068,20763-207924,Starbucks,60 Wall St,-74.00834656,40.7060318
0101000020E61000001B1000A0B38052C07C6308008E5A4440,38,-300,10005,10005,1011752,5/20/15 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7074584960938, -74.0109634399414)",US,NY,New York,,,14 Wall St,14 Wall St,CO,6465966331,25818-242585,Starbucks,14 Wall St,-74.01096344,40.7074585
0101000020E61000000B6FFF5FEF8052C0991805A0D55A4440,39,-300,100061532,10006,7835,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.709644317627, -74.0146102905273)",US,NY,New York,,,85 West St,85 West St,LS,212-266-6162,75874-80213,Starbucks,Marriott Financial Center,-74.01461029,40.70964432
0101000020E6100000B2DAFCBFAA8052C00CAEFBBFD15A4440,40,-300,100061404,10006,14988,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7095260620117, -74.0104217529297)",US,NY,New York,Liberty Plaza,,165 Broadway,"165 Broadway, Liberty Plaza",CO,212 6086481,9237-8938,Starbucks,165 Broadway - 1 Liberty,-74.01042175,40.70952606
0101000020E6100000ED530220B68052C04F64FF9FB75A4440,41,-300,100061604,10006,17705,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7087287902832, -74.011116027832)",US,NY,New York,,,115 Broadway,115 Broadway,CO,212-732-9268,7788-64366,Starbucks,Broadway & Thames,-74.01111603,40.70872879
0101000020E6100000619204C0FC8052C03EDBF67F065B4440,42,-300,10006,10006,113971,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7111358642578, -74.0154266357422)",US,NY,New York,,L105,200 Liberty St,"200 Liberty St, L105",CO,2125879512,9238-193184,Starbucks,Brookfield Place 1,-74.01542664,40.71113586
0101000020E610000002A5FCFF938052C0428FFF9F965B4440,43,-300,100071331,10007,8692,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7155342102051, -74.009033203125)",US,NY,New York,,,125 Chambers Street,125 Chambers Street,CO,212-791-6368,7466-6651,Starbucks,Chambers and West Broadway,-74.0090332,40.71553421
0101000020E61000002B720480958052C0472701205D5B4440,44,-300,100072402,10007,11040,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7137794494629, -74.0091247558594)",US,NY,New York,,,120 Church Street,120 Church Street,CO,212-513-1451,14841-127064,Starbucks,Church Street & Murray,-74.00912476,40.71377945
0101000020E6100000BCE3FB7FA88052C04866FD7FFF5A4440,45,-300,100073100,10007,16209,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7109222412109, -74.0102844238281)",US,NY,New York,,,195 Broadway,195 Broadway,CO,212 3851104,7375-1557,Starbucks,195 Broadway,-74.01028442,40.71092224
0101000020E6100000E9210140618052C08336F75F805B4440,46,-300,100071814,10007,18526,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7148551940918, -74.0059356689453)",US,NY,New York,,,291 Broadway,291 Broadway,CO,212 406 5310,7566-13122,Starbucks,Broadway & Reade,-74.00593567,40.71485519
0101000020E61000006AB3FB9F8D8052C06E280860FB5A4440,47,-300,10007,10007,1014357,4/22/16 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7107963562012, -74.0086441040039)",US,NY,New York,,,222 Broadway,222 Broadway,CO,6466476873,25533-241228,Starbucks,222 Broadway,-74.0086441,40.71079636
0101000020E610000071B1FDBFC57E52C0073DFE7FDA5D4440,48,-300,100091850,10009,15099,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7332305908203, -73.9808197021484)",US,NY,New York,,A,286 First Avenue,"286 First Avenue, A",CO,212-353-1214,7858-65800,Starbucks,17th & 1st,-73.9808197,40.73323059
0101000020E6100000E9210140617F52C0E52EFCBFEE5E4440,49,-300,100105203,10010,6756,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7416610717773, -73.9903106689453)",US,NY,New York,,,14 W. 23rd St,14 W. 23rd St,CO,212-367-2050,13539-107570,Starbucks,23rd btwn 5th & 6th,-73.99031067,40.74166107
0101000020E61000009DC8FE3F6F7F52C036E103E0C45E4440,50,-300,100106945,10010,10251,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7403831481934, -73.9911651611328)",US,NY,New York,,,4 W. 21st Street,4 W. 21st Street,CO,646-336-6583,10396-100662,Starbucks,21st & 5th,-73.99116516,40.74038315
0101000020E6100000C015FD5F7D7F52C0B9810A602D5F4440,51,-300,100102710,10010,11203,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7435722351074, -73.9920272827148)",US,NY,New York,,,750 6th Avenue,750 6th Avenue,CO,646-230-7208,7587-18379,Starbucks,24th & 6th,-73.99202728,40.74357224
0101000020E610000032AF0200F07E52C0633701C0905E4440,52,-300,100105506,10010,16671,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7387924194336, -73.9833984375)",US,NY,New York,,,296-300 Third Avenue,296-300 Third Avenue,CO,(212) 598-9651,7341-1273,Starbucks,23rd & 3rd,-73.98339844,40.73879242
0101000020E6100000D58DFB7F2A7F52C0631F09A0BD5E4440,53,-300,100104301,10010,17645,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.740161895752, -73.9869689941406)",US,NY,New York,,,304 Park Avenue South,304 Park Avenue South,CO,2124759025,7277-986,Starbucks,23rd & Park,-73.98696899,40.7401619
0101000020E610000013ACFDDF497F52C04A4AF6DF355F4440,54,-300,100107504,10010,70030,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7438316345215, -73.988883972168)",US,NY,New York,,,1140 Broadway,1140 Broadway,CO,2122136519,16628-169564,Starbucks,26th & Broadway,-73.98888397,40.74383163
0101000020E61000006C19FC3FFF7E52C0101FF9FFC85E4440,55,-300,10010,10010,90244,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7405090332031, -73.9843292236328)",US,NY,New York,,,50 Lexington Avenue,50 Lexington Avenue,CO,212 2542794,17452-180204,Starbucks,25th & Lex,-73.98432922,40.74050903
0101000020E61000006E6704C09D7E52C0651BFA1F475E4440,56,-300,10010,10010,1005905,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7365455627441, -73.9783782958984)",US,NY,New York,,,400 E 23rd st,400 E 23rd st,CO,212-673-4213,20185-203785,Starbucks,23rd & 1st,-73.9783783,40.73654556
0101000020E6100000A4870400C57F52C0BDCB0360555E4440,57,-300,10011,10011,8919,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7369804382324, -73.9963989257813)",US,NY,New York,,,510 Sixth Avenue,510 Sixth Avenue,CO,(212) 242-5981,7675-44919,Starbucks,14th & Sixth,-73.99639893,40.73698044
0101000020E6100000BAFF0220B27F52C071B1FDBF455F4440,58,-300,100111808,10011,10973,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7443161010742, -73.995246887207)",US,NY,New York,,,229 Seventh Avenue,229 Seventh Avenue,CO,212-255-8750,14618-126424,Starbucks,24th & 7th,-73.99524689,40.7443161
0101000020E6100000030BFD9F058052C075E3FE9F1A5F4440,59,-300,100111602,10011,13467,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7430000305176, -74.0003433227539)",US,NY,New York,,,177 Eighth Avenue,177 Eighth Avenue,CO,212 414 8786,7586-26827,Starbucks,19th & 8th,-74.00034332,40.74300003
0101000020E6100000D81A0060EB7F52C0ABC402805F5F4440,60,-300,100112210,10011,13905,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7451019287109, -73.9987411499023)",US,NY,New York,,,300 W 23rd St.,300 W 23rd St.,CO,646-638-1571,3421-93578,Starbucks,West 23rd and 8th,-73.99874115,40.74510193
0101000020E61000003B520120FC7F52C0704BFD1FD45D4440,61,-300,10011,10011,14816,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7330360412598, -73.9997634887695)",US,NY,New York,,,378 6th Avenue,378 6th Avenue,CO,212-477-2690,847-591,Starbucks,6th & Waverly (Waverly Place),-73.99976349,40.73303604
0101000020E61000002D56FDDF4B8052C07A150080EF5E4440,62,-300,100114962,10011,15686,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7416839599609, -74.0046310424805)",US,NY,New York,,,76 9th Ave,76 9th Ave,CO,(646) 230-7145,7711-46019,Starbucks,15th & Ninth,-74.00463104,40.74168396
0101000020E61000004E250340158052C0B85A0620DE5E4440,63,-300,100115108,10011,16006,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.741153717041, -74.0012969970703)",US,NY,New York,,,124 Eighth Avenue,124 Eighth Avenue,CO,(212) 462-2020,7255-694,Starbucks,8th & 16th,-74.001297,40.74115372
0101000020E6100000B2DAFCBF2A8052C0290C04E0A35E4440,64,-300,100117710,10011,35545,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7393760681152, -74.0026092529297)",US,NY,New York,,(space A),122 Greenwich Avenue,"122 Greenwich Avenue, (space A)",CO,212-366-4672,15461-158185,Starbucks,8th Ave just south of 14th St,-74.00260925,40.73937607
0101000020E610000010A10040048052C04E7CF7BF0A5D4440,65,-300,100125333,10012,6995,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7268905639648, -74.0002593994141)",US,NY,New York,,,482 West Broadway,482 West Broadway,CO,212-254-0139,14219-116045,Starbucks,Houston & W. Broadway,-74.0002594,40.72689056
0101000020E61000003B91FD7FDE7F52C0CCAB00007C5C4440,66,-300,100124019,10012,9347,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7225341796875, -73.9979553222656)",US,NY,New York,,,72 SPRING STREET,72 SPRING STREET,CO,212-219-2961,854-2051,Starbucks,Spring Street at Crosby St,-73.99795532,40.72253418
0101000020E6100000F369FC5FC17F52C08B1C0160655D4440,67,-300,10012,10012,14149,12/16/14 5:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7296562194824, -73.9961776733398)",US,NY,New York,,,45 West 4th Street,45 West 4th Street,LS,212-995-3443,75194-74840,Starbucks,New York University,-73.99617767,40.72965622
0101000020E610000035BAFF9FB57F52C0EFA10AA0145D4440,68,-300,100122300,10012,16853,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7271919250488, -73.9954605102539)",US,NY,New York,,,665 Broadway,665 Broadway,CO,917-534-0799,7497-8627,Starbucks,Broadway and Bond,-73.99546051,40.72719193
0101000020E61000004168FB5F078052C0C447FE3F525C4440,69,-300,100132664,10013,8907,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7212600708008, -74.0004501342773)",US,NY,New York,,,471 Broadway,471 Broadway,CO,212-219-8787,7684-40482,Starbucks,Broadway & Grand,-74.00045013,40.72126007
0101000020E61000000ACA02605B8052C01F030520E65C4440,70,-300,100131218,10013,8947,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.725772857666, -74.0055770874023)",US,NY,New York,,,150 Varick Street,150 Varick Street,CO,646-230-9816,7626-33939,Starbucks,Spring and Varick,-74.00557709,40.72577286
0101000020E6100000DC4C0140008052C060E9F83FF25B4440,71,-300,100134118,10013,11834,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7183303833008, -74.0000152587891)",US,NY,New York,,,241 Canal Street,241 Canal Street,CO,212-219-2725,7680-36959,Starbucks,Canal and Centre,-74.00001526,40.71833038
0101000020E6100000F5CFFCFF328052C0806AF61F9D5B4440,72,-300,100134008,10013,15295,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7157325744629, -74.0031127929688)",US,NY,New York,,,111 Worth Street,111 Worth Street,CO,212-964-8846,7781-50879,Starbucks,Lafayette & Worth,-74.00311279,40.71573257
0101000020E610000050CAFF3F298052C0A4870400055C4440,73,-300,100133558,10013,17070,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7189025878906, -74.0025177001953)",US,NY,New York,,,405 Broadway,405 Broadway,CO,646-613-0148,11934-106845,Starbucks,Broadway & Canal,-74.0025177,40.71890259
0101000020E61000002BB100E0778052C0C17BFDFFEE5B4440,74,-300,100132906,10013,66292,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7182312011719, -74.0073165893555)",US,NY,New York,,,180 West Broadway,180 West Broadway,CO,2123437402,15751-162574,Starbucks,W Broadway & Leonard Street,-74.00731659,40.7182312
0101000020E6100000AD2A0320518052C005590520245C4440,75,-300,10013,10013,1007714,5/30/14 4:00,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7198524475098, -74.0049514770508)",US,NY,New York,,,32 Avenue of the Americas,32 Avenue of the Americas,CO,2129660984,20259-184464,Starbucks,6th Ave at Walker Street,-74.00495148,40.71985245
0101000020E6100000D7F3FB1F1C8052C05F44FC3F5E5E4440,76,-300,100145203,10014,15174,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7372512817383, -74.0017166137695)",US,NY,New York,,,93 Greenwich Avenue,93 Greenwich Avenue,CO,(212) 462-4697,7261-784,Starbucks,Greenwich Ave at Bank St,-74.00171661,40.73725128
0101000020E61000001AE9FB5F648052C0E223FF1FE95D4440,77,-300,100142854,10014,17329,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7336769104004, -74.0061264038086)",US,NY,New York,,,518 Hudson Street,518 Hudson Street,CO,646-486-0524,11650-105785,Starbucks,Hudson & 10th,-74.0061264,40.73367691
0101000020E61000008CC1FD5F798052C08A9E08A0205D4440,78,-300,100144502,10014,17392,12/8/13 22:41,GMT-05:00 America/New_York,Eastern Standard Time,"(40.7275581359863, -74.0074081420898)",US,NY,New York,,,345 Hudson St.,345 Hudson St.,CO,646-486-0514,11649-105788,Starbucks,Hudson & King,-74.00740814,40.72755814
